sex,age_cat,race,score
1,1,0,1.1957706358264988
0,1,1,-1.0059287107830168
0,1,1,-1.2060831968384274
0,1,1,-0.2053107665613747
1,1,1,0.7954616637156778
1,1,1,-1.906623898032364
0,1,1,-1.2060831968384274
1,0,1,-0.705696981699901
1,1,0,0.29507544857715157
1,2,1,1.0956933927987937
0,2,5,-1.7064694119769537
0,2,2,1.0956933927987937
1,1,1,-1.7064694119769537
0,1,2,0.19499820554944633
1,1,1,0.09492096252174106
0,1,0,0.19499820554944633
1,1,0,-0.30538800958907997
0,1,1,-0.9058514677553116
0,2,0,0.8955389067433831
0,0,1,0.39515269160485683
0,2,0,0.5953071776602673
0,1,0,0.19499820554944633
0,1,1,0.5953071776602673
0,0,2,0.19499820554944633
1,1,1,-0.30538800958907997
0,2,2,0.9956161497710884
0,2,1,0.09492096252174106
0,1,2,-1.6063921689492484
0,1,1,-0.9058514677553116
0,2,2,0.9956161497710884
0,2,2,1.0956933927987937
0,2,0,1.0956933927987937
0,2,0,1.1957706358264988
0,0,5,0.4952299346325621
0,0,1,-0.10523352353366945
0,2,1,-1.8065466550046587
0,0,1,0.4952299346325621
0,2,2,1.0956933927987937
0,2,1,0.8955389067433831
0,2,0,-0.30538800958907997
0,1,1,-1.2060831968384274
0,1,0,0.29507544857715157
0,1,1,-1.906623898032364
0,2,0,0.19499820554944633
0,0,1,0.39515269160485683
0,1,1,0.8955389067433831
1,0,1,0.19499820554944633
0,1,5,0.7954616637156778
0,2,0,1.0956933927987937
1,1,0,0.9956161497710884
0,1,0,-0.10523352353366945
1,1,1,-3.507859786475648
0,0,5,-0.30538800958907997
0,1,1,-1.3061604398661326
0,1,1,0.6953844206879726
1,1,1,-0.5055424956444905
1,1,0,-1.3061604398661326
0,1,1,0.9956161497710884
1,1,1,-0.9058514677553116
0,2,0,0.4952299346325621
0,1,1,-1.5063149259215431
0,1,1,-0.005156280505964194
1,2,0,1.1957706358264988
0,2,0,0.8955389067433831
0,1,5,1.0956933927987937
0,2,1,1.1957706358264988
0,1,0,-0.005156280505964194
1,1,1,-0.2053107665613747
1,1,1,-0.2053107665613747
0,1,1,-2.4070101131708905
0,1,1,1.1957706358264988
0,1,5,0.29507544857715157
0,2,1,-2.3069328701431853
0,0,1,-0.6056197386721958
0,1,1,1.1957706358264988
0,2,0,1.1957706358264988
0,1,0,-0.40546525261678523
0,2,1,0.4952299346325621
0,1,0,0.8955389067433831
0,1,1,-1.3061604398661326
0,1,0,0.29507544857715157
0,0,1,-0.10523352353366945
0,1,1,0.4952299346325621
0,1,2,-0.10523352353366945
0,1,0,-0.30538800958907997
0,1,0,1.0956933927987937
0,1,1,-2.4070101131708905
0,2,0,1.0956933927987937
0,1,1,-3.6079370295033533
0,1,0,-0.40546525261678523
0,1,1,0.39515269160485683
0,0,0,-0.8057742247276063
1,1,5,1.1957706358264988
1,1,5,0.7954616637156778
1,1,2,0.8955389067433831
0,0,2,-0.005156280505964194
1,0,0,-0.9058514677553116
0,0,2,-0.705696981699901
0,1,1,0.4952299346325621
0,0,1,-0.8057742247276063
0,1,1,-0.30538800958907997
0,1,5,1.1957706358264988
0,1,1,-0.10523352353366945
1,1,1,0.9956161497710884
0,0,1,-0.5055424956444905
0,0,2,-0.40546525261678523
1,2,1,1.1957706358264988
1,0,1,0.29507544857715157
1,2,1,0.6953844206879726
0,1,0,0.19499820554944633
0,1,0,-0.5055424956444905
0,1,1,-1.5063149259215431
0,0,1,-1.2060831968384274
1,0,0,0.29507544857715157
1,1,1,0.7954616637156778
1,1,5,0.6953844206879726
0,2,1,0.19499820554944633
0,1,1,1.1957706358264988
0,1,0,0.8955389067433831
0,2,0,1.0956933927987937
0,2,0,0.39515269160485683
0,0,1,-0.8057742247276063
0,1,1,-0.6056197386721958
0,1,2,0.8955389067433831
0,1,0,-0.2053107665613747
0,1,1,-0.2053107665613747
0,0,0,-0.005156280505964194
0,1,1,0.19499820554944633
0,1,1,0.39515269160485683
0,0,5,0.19499820554944633
0,2,0,0.7954616637156778
1,0,1,-0.5055424956444905
0,0,1,-0.705696981699901
0,2,0,1.1957706358264988
0,1,0,0.4952299346325621
0,1,5,0.8955389067433831
1,1,1,0.6953844206879726
0,0,2,0.19499820554944633
0,1,1,0.9956161497710884
0,1,0,1.1957706358264988
0,1,0,0.29507544857715157
1,1,0,1.0956933927987937
0,0,5,-2.4070101131708905
0,1,1,0.6953844206879726
0,0,1,-1.3061604398661326
1,2,0,1.1957706358264988
0,2,0,1.1957706358264988
0,1,1,-1.3061604398661326
0,0,1,-1.0059287107830168
0,1,0,-0.40546525261678523
0,0,1,-1.4062376828938379
0,2,0,-4.508632216752701
0,1,0,0.19499820554944633
0,0,2,-0.5055424956444905
1,1,1,-0.2053107665613747
1,1,0,0.09492096252174106
1,0,2,0.29507544857715157
0,1,0,0.29507544857715157
1,0,1,-0.705696981699901
0,1,0,0.5953071776602673
0,0,1,0.39515269160485683
0,1,5,0.7954616637156778
0,1,1,0.9956161497710884
1,1,0,0.4952299346325621
0,2,2,1.0956933927987937
0,1,1,-2.0067011410600695
0,0,1,-0.2053107665613747
0,2,1,0.4952299346325621
0,1,0,1.1957706358264988
0,0,1,-1.5063149259215431
0,1,2,-0.5055424956444905
0,1,5,1.1957706358264988
1,0,0,-0.705696981699901
0,2,0,1.1957706358264988
0,0,0,-0.5055424956444905
0,1,1,-2.1067783840877747
0,0,0,0.09492096252174106
1,0,1,-0.005156280505964194
0,2,1,-0.10523352353366945
0,1,1,0.29507544857715157
1,2,0,1.1957706358264988
0,0,1,-1.8065466550046587
1,0,5,-0.40546525261678523
0,1,2,0.6953844206879726
0,1,0,0.4952299346325621
0,0,1,-0.10523352353366945
0,0,0,-0.30538800958907997
0,0,1,-1.0059287107830168
0,0,1,-0.2053107665613747
0,1,0,1.0956933927987937
1,2,0,1.0956933927987937
0,1,0,-1.0059287107830168
0,1,1,-1.4062376828938379
1,2,0,1.0956933927987937
1,0,1,0.29507544857715157
0,1,1,1.0956933927987937
0,1,1,0.4952299346325621
0,1,1,-0.5055424956444905
0,0,1,-1.6063921689492484
0,0,0,-1.106005953810722
0,1,1,-2.507087356198596
0,1,1,-0.2053107665613747
0,2,1,0.9956161497710884
0,1,1,-0.2053107665613747
0,2,0,-2.607164599226301
1,2,0,1.1957706358264988
0,1,1,-1.5063149259215431
0,1,1,-1.106005953810722
0,1,0,0.6953844206879726
1,1,2,0.8955389067433831
0,1,1,-1.2060831968384274
0,1,1,-0.2053107665613747
0,0,1,-0.8057742247276063
0,1,0,0.6953844206879726
0,2,1,0.09492096252174106
0,1,1,-1.8065466550046587
0,2,0,0.7954616637156778
0,1,1,0.5953071776602673
0,2,5,0.7954616637156778
0,0,2,0.29507544857715157
1,1,0,0.4952299346325621
0,2,0,1.1957706358264988
1,0,1,-0.8057742247276063
0,2,1,-0.8057742247276063
0,1,0,0.6953844206879726
0,0,2,-0.005156280505964194
0,0,0,0.19499820554944633
1,2,0,0.9956161497710884
0,1,1,0.09492096252174106
0,0,0,-0.10523352353366945
0,1,1,-1.106005953810722
0,1,5,1.0956933927987937
0,0,1,-0.8057742247276063
0,1,0,0.09492096252174106
0,2,1,-2.1067783840877747
0,0,1,-0.705696981699901
0,2,2,1.0956933927987937
0,1,0,0.4952299346325621
0,2,1,-0.30538800958907997
0,1,0,0.8955389067433831
0,1,1,0.19499820554944633
0,0,0,-0.6056197386721958
0,1,0,0.9956161497710884
0,1,1,0.09492096252174106
1,0,1,-1.6063921689492484
0,0,0,-1.2060831968384274
0,1,0,0.9956161497710884
1,0,0,-0.005156280505964194
0,1,0,1.1957706358264988
0,1,2,0.19499820554944633
0,0,1,-1.2060831968384274
0,0,1,0.39515269160485683
0,2,0,0.7954616637156778
1,2,1,0.7954616637156778
0,1,1,0.8955389067433831
0,1,1,0.29507544857715157
0,0,0,0.9956161497710884
1,2,1,-1.3061604398661326
0,1,0,1.1957706358264988
0,0,5,-0.5055424956444905
0,1,1,-2.4070101131708905
0,1,1,0.19499820554944633
0,1,1,0.09492096252174106
0,2,0,-0.2053107665613747
0,1,0,0.39515269160485683
0,2,1,0.4952299346325621
0,1,1,-1.6063921689492484
0,1,1,-2.0067011410600695
0,2,0,0.9956161497710884
0,1,1,1.1957706358264988
0,0,1,-0.9058514677553116
0,2,1,-3.207628057392532
0,1,1,-0.8057742247276063
1,0,1,-1.8065466550046587
0,2,1,0.9956161497710884
0,2,1,-0.9058514677553116
0,0,0,-0.10523352353366945
0,1,1,0.7954616637156778
0,0,1,-1.6063921689492484
0,2,0,1.1957706358264988
0,0,2,-0.9058514677553116
0,1,0,0.7954616637156778
0,2,0,0.8955389067433831
0,1,0,0.09492096252174106
0,2,0,1.1957706358264988
0,1,2,0.7954616637156778
0,2,0,1.0956933927987937
0,1,3,0.09492096252174106
0,2,2,1.0956933927987937
0,1,2,0.4952299346325621
1,0,0,-0.8057742247276063
0,0,0,-1.4062376828938379
0,2,3,-0.705696981699901
0,1,1,0.5953071776602673
1,1,0,0.8955389067433831
0,1,0,0.29507544857715157
0,2,1,1.1957706358264988
0,1,1,-0.10523352353366945
1,2,0,1.1957706358264988
0,1,1,0.7954616637156778
0,1,0,0.4952299346325621
0,1,2,-0.705696981699901
0,2,2,-1.0059287107830168
0,2,1,-2.8073190852817116
0,1,0,-0.005156280505964194
0,2,0,1.0956933927987937
0,1,0,0.5953071776602673
0,2,0,0.39515269160485683
0,2,5,-1.0059287107830168
1,1,1,0.8955389067433831
1,2,0,1.1957706358264988
0,1,2,-0.6056197386721958
0,1,5,0.7954616637156778
0,1,1,0.39515269160485683
1,1,1,0.09492096252174106
0,1,5,0.9956161497710884
0,2,1,-1.0059287107830168
0,1,1,-0.10523352353366945
0,0,0,0.6953844206879726
0,2,0,-0.10523352353366945
0,2,1,-0.005156280505964194
0,0,1,-0.10523352353366945
0,1,0,0.09492096252174106
0,0,0,0.6953844206879726
0,0,0,-0.6056197386721958
0,1,0,-0.10523352353366945
0,1,1,0.4952299346325621
0,1,1,1.0956933927987937
0,1,1,-0.5055424956444905
0,1,0,0.8955389067433831
0,0,0,0.19499820554944633
0,1,5,1.0956933927987937
0,1,0,0.39515269160485683
0,1,2,-2.907396328309417
0,1,1,0.39515269160485683
0,1,1,-1.8065466550046587
0,0,0,-2.0067011410600695
0,0,2,-0.9058514677553116
0,2,0,1.0956933927987937
0,1,1,-1.3061604398661326
0,1,2,0.9956161497710884
0,2,0,0.4952299346325621
0,1,1,0.8955389067433831
0,0,0,0.4952299346325621
0,1,1,-0.2053107665613747
0,2,1,-0.30538800958907997
0,1,1,-0.2053107665613747
1,2,5,1.1957706358264988
0,1,1,0.4952299346325621
0,0,1,-0.5055424956444905
0,2,0,1.0956933927987937
0,0,1,-0.9058514677553116
0,2,1,0.4952299346325621
0,1,1,1.1957706358264988
0,1,0,-0.005156280505964194
0,1,1,-2.7072418422540063
1,1,1,0.5953071776602673
0,0,1,-0.5055424956444905
0,1,0,0.29507544857715157
0,1,0,0.39515269160485683
0,0,2,-0.9058514677553116
0,1,1,-1.2060831968384274
0,1,0,-1.106005953810722
1,1,1,0.4952299346325621
0,1,0,1.1957706358264988
0,1,1,-1.7064694119769537
0,1,2,-0.705696981699901
1,1,1,0.5953071776602673
0,2,2,1.0956933927987937
1,2,0,0.9956161497710884
0,2,0,0.6953844206879726
0,2,0,1.1957706358264988
1,2,0,1.1957706358264988
0,1,1,-0.8057742247276063
1,0,0,0.39515269160485683
0,0,0,-0.2053107665613747
0,1,5,-0.10523352353366945
0,1,2,0.9956161497710884
0,1,5,0.7954616637156778
0,1,1,0.39515269160485683
1,0,0,-0.2053107665613747
0,1,1,0.6953844206879726
0,0,2,0.29507544857715157
0,1,2,1.0956933927987937
1,0,0,-0.005156280505964194
0,0,1,-0.10523352353366945
0,1,1,-0.2053107665613747
0,1,1,-1.106005953810722
0,1,1,1.0956933927987937
0,0,1,-2.20685562711548
1,1,1,1.0956933927987937
0,1,2,-1.4062376828938379
0,1,1,-0.10523352353366945
0,1,0,-0.5055424956444905
1,2,0,1.1957706358264988
0,1,0,0.9956161497710884
0,1,1,-1.106005953810722
0,1,0,1.1957706358264988
0,0,1,-0.5055424956444905
0,1,1,-0.2053107665613747
0,2,0,1.1957706358264988
0,1,0,0.6953844206879726
0,1,1,-0.2053107665613747
0,2,1,0.09492096252174106
1,0,0,-1.6063921689492484
1,0,1,-0.2053107665613747
1,0,0,-1.106005953810722
0,1,1,1.0956933927987937
0,1,1,1.1957706358264988
0,2,1,-1.2060831968384274
0,1,2,0.8955389067433831
0,0,1,-1.0059287107830168
0,1,0,-0.30538800958907997
0,1,0,-1.3061604398661326
0,1,0,0.29507544857715157
0,0,0,-0.30538800958907997
0,1,1,1.1957706358264988
0,1,1,-2.4070101131708905
1,1,0,0.7954616637156778
0,0,5,-0.8057742247276063
1,2,1,0.6953844206879726
1,2,0,0.8955389067433831
0,0,1,0.19499820554944633
1,0,1,-0.5055424956444905
0,1,1,0.8955389067433831
0,1,1,-0.705696981699901
1,1,1,-0.5055424956444905
1,2,0,-0.005156280505964194
0,1,0,0.8955389067433831
0,1,1,-0.9058514677553116
0,0,1,-0.2053107665613747
0,1,1,-1.106005953810722
0,1,0,1.0956933927987937
0,1,1,-3.808091515558764
0,2,1,-2.4070101131708905
0,0,1,-0.9058514677553116
0,1,1,-0.10523352353366945
0,0,2,-0.10523352353366945
0,2,1,0.8955389067433831
0,1,1,0.4952299346325621
1,1,1,0.7954616637156778
0,2,0,1.0956933927987937
0,2,2,1.1957706358264988
0,0,1,-0.40546525261678523
0,1,1,-0.40546525261678523
0,1,5,-1.4062376828938379
0,2,5,1.1957706358264988
1,1,1,1.1957706358264988
1,2,0,0.7954616637156778
0,1,1,0.8955389067433831
0,1,1,0.39515269160485683
0,2,1,-2.3069328701431853
0,0,1,-1.3061604398661326
1,1,0,0.8955389067433831
1,1,0,-1.5063149259215431
0,1,2,-0.9058514677553116
0,0,1,-1.5063149259215431
0,1,1,0.19499820554944633
0,0,3,-0.30538800958907997
0,2,0,0.8955389067433831
0,1,1,-0.5055424956444905
0,1,1,0.19499820554944633
0,1,1,-1.7064694119769537
0,2,0,0.9956161497710884
0,1,1,0.7954616637156778
0,2,0,0.5953071776602673
0,2,1,-1.6063921689492484
0,1,1,0.4952299346325621
0,0,1,-0.005156280505964194
0,1,1,1.0956933927987937
0,2,1,1.1957706358264988
0,1,1,-0.40546525261678523
0,1,1,-0.9058514677553116
0,1,1,-1.7064694119769537
0,1,0,0.9956161497710884
1,2,0,0.09492096252174106
0,2,0,1.0956933927987937
0,1,1,0.7954616637156778
0,0,2,0.09492096252174106
1,2,0,0.29507544857715157
0,0,1,0.19499820554944633
0,2,1,-2.3069328701431853
0,2,1,1.1957706358264988
0,0,1,-0.5055424956444905
0,1,0,0.5953071776602673
0,2,0,1.1957706358264988
0,1,0,1.1957706358264988
0,0,2,-0.6056197386721958
0,0,0,0.29507544857715157
0,1,0,0.6953844206879726
0,2,0,1.1957706358264988
0,0,0,-0.10523352353366945
1,1,2,0.8955389067433831
0,0,1,-0.30538800958907997
0,1,0,1.0956933927987937
0,0,0,-0.2053107665613747
0,2,1,0.6953844206879726
1,1,1,-1.106005953810722
0,2,1,0.4952299346325621
0,0,1,-1.6063921689492484
0,0,1,-0.705696981699901
0,1,1,0.6953844206879726
0,0,1,0.39515269160485683
0,2,1,-1.7064694119769537
0,1,1,-0.6056197386721958
0,0,1,0.4952299346325621
1,0,0,-0.2053107665613747
0,1,5,1.1957706358264988
0,1,0,-2.4070101131708905
0,0,1,-1.3061604398661326
1,2,0,1.1957706358264988
0,1,1,-0.705696981699901
1,1,1,-0.5055424956444905
0,2,1,0.19499820554944633
0,1,1,-1.0059287107830168
1,1,1,0.39515269160485683
0,0,1,-0.6056197386721958
1,1,1,-0.10523352353366945
0,0,1,-0.2053107665613747
0,1,1,-1.0059287107830168
1,2,1,-1.8065466550046587
0,0,5,-0.2053107665613747
1,0,5,-1.5063149259215431
1,0,0,-0.6056197386721958
1,0,1,0.6953844206879726
0,1,4,-0.30538800958907997
1,2,1,1.1957706358264988
1,0,1,-0.6056197386721958
0,1,1,-0.30538800958907997
0,1,1,-0.705696981699901
0,0,5,-0.30538800958907997
0,1,1,-1.2060831968384274
0,1,1,0.39515269160485683
0,1,5,0.39515269160485683
0,1,2,0.8955389067433831
0,1,1,1.0956933927987937
0,1,1,-0.5055424956444905
0,1,0,0.6953844206879726
0,2,0,1.1957706358264988
0,1,1,0.6953844206879726
1,1,1,-0.005156280505964194
0,0,0,-0.2053107665613747
0,0,0,-1.2060831968384274
0,0,0,-0.10523352353366945
0,2,1,-1.2060831968384274
0,2,0,-0.005156280505964194
0,1,5,1.1957706358264988
1,1,1,-0.30538800958907997
0,1,0,0.9956161497710884
0,0,1,-1.3061604398661326
0,1,0,0.5953071776602673
0,0,1,0.19499820554944633
0,1,1,-3.6079370295033533
1,0,5,0.09492096252174106
0,2,1,1.1957706358264988
0,1,5,0.9956161497710884
0,0,0,-0.30538800958907997
1,0,1,0.09492096252174106
1,1,1,0.7954616637156778
0,2,2,1.1957706358264988
0,1,0,-0.5055424956444905
0,1,1,0.7954616637156778
1,1,1,0.8955389067433831
0,1,1,0.7954616637156778
0,1,5,-0.5055424956444905
0,1,1,-2.20685562711548
0,0,1,0.8955389067433831
0,1,1,-0.2053107665613747
0,0,1,0.5953071776602673
0,1,0,-0.5055424956444905
0,1,1,-2.20685562711548
0,1,1,0.5953071776602673
1,1,0,0.8955389067433831
0,1,1,-1.0059287107830168
0,1,1,-2.507087356198596
0,1,0,0.6953844206879726
1,1,5,1.1957706358264988
0,1,0,1.1957706358264988
0,2,0,-0.10523352353366945
0,1,1,-0.40546525261678523
1,0,1,0.4952299346325621
0,1,0,0.6953844206879726
0,1,1,-2.0067011410600695
0,1,5,0.9956161497710884
0,0,5,-0.2053107665613747
0,1,1,-2.1067783840877747
0,1,1,-1.4062376828938379
0,2,1,-3.808091515558764
0,0,1,-1.106005953810722
0,2,1,-0.6056197386721958
0,1,0,-0.005156280505964194
0,2,1,-1.0059287107830168
0,1,1,0.4952299346325621
0,2,0,0.7954616637156778
0,1,1,-0.005156280505964194
0,1,1,-0.10523352353366945
0,1,1,-0.005156280505964194
0,1,5,0.5953071776602673
0,2,0,1.1957706358264988
0,0,1,-0.705696981699901
0,1,0,-0.40546525261678523
1,1,0,0.9956161497710884
0,0,1,-0.8057742247276063
0,0,1,-0.705696981699901
0,0,0,-0.005156280505964194
0,1,1,-1.5063149259215431
0,2,0,0.9956161497710884
0,0,1,-0.30538800958907997
0,1,0,0.4952299346325621
0,2,0,1.1957706358264988
0,0,1,-1.5063149259215431
1,0,0,-0.40546525261678523
0,0,1,0.09492096252174106
0,1,1,-0.6056197386721958
0,1,1,-0.005156280505964194
1,0,0,-0.6056197386721958
0,1,1,-1.0059287107830168
0,1,1,-3.207628057392532
0,0,1,0.09492096252174106
0,1,1,-1.8065466550046587
0,2,5,1.1957706358264988
1,1,1,0.19499820554944633
0,1,0,1.0956933927987937
1,2,1,1.1957706358264988
0,0,1,-1.7064694119769537
1,1,1,0.7954616637156778
0,0,0,-0.6056197386721958
0,1,0,0.39515269160485683
0,0,1,-1.3061604398661326
0,1,5,0.39515269160485683
0,1,1,0.6953844206879726
0,2,0,1.0956933927987937
0,1,1,0.29507544857715157
0,0,2,-0.6056197386721958
0,2,1,0.7954616637156778
0,0,0,-0.40546525261678523
0,1,1,0.19499820554944633
1,1,0,0.4952299346325621
1,1,1,0.09492096252174106
0,1,2,1.1957706358264988
0,1,1,-1.5063149259215431
0,1,0,-0.5055424956444905
0,2,0,1.0956933927987937
0,1,2,0.8955389067433831
1,2,2,0.9956161497710884
0,1,1,-0.005156280505964194
0,1,1,0.6953844206879726
0,1,1,0.29507544857715157
0,2,2,1.1957706358264988
1,1,0,1.1957706358264988
0,1,1,1.0956933927987937
1,1,0,0.19499820554944633
1,2,0,1.1957706358264988
0,0,0,0.6953844206879726
0,1,2,0.7954616637156778
0,1,2,0.09492096252174106
0,1,1,-0.6056197386721958
0,0,1,-0.5055424956444905
0,2,1,0.6953844206879726
0,1,1,0.4952299346325621
0,2,0,0.29507544857715157
0,1,1,0.29507544857715157
1,2,0,1.0956933927987937
0,2,1,0.8955389067433831
0,0,1,-0.8057742247276063
0,1,1,-3.4077825434479427
0,2,1,0.09492096252174106
0,1,0,0.39515269160485683
0,2,1,1.1957706358264988
0,1,1,-1.2060831968384274
0,1,1,0.5953071776602673
1,2,2,1.1957706358264988
0,2,2,1.1957706358264988
0,2,2,0.4952299346325621
1,1,0,1.0956933927987937
1,1,2,0.8955389067433831
0,1,1,-2.0067011410600695
0,0,1,-0.40546525261678523
0,1,1,-1.6063921689492484
0,2,2,0.8955389067433831
0,1,0,0.29507544857715157
0,0,1,-0.8057742247276063
0,1,1,0.4952299346325621
0,0,1,-0.8057742247276063
1,1,0,-0.30538800958907997
0,0,0,-0.10523352353366945
0,1,1,0.29507544857715157
0,2,1,0.19499820554944633
0,1,1,-1.7064694119769537
0,1,0,0.7954616637156778
0,1,0,0.6953844206879726
0,0,0,0.19499820554944633
1,0,0,-0.005156280505964194
0,2,1,1.1957706358264988
0,1,1,-1.7064694119769537
0,0,0,0.19499820554944633
1,0,2,-0.6056197386721958
0,0,1,-0.30538800958907997
0,1,2,0.8955389067433831
0,1,1,-0.40546525261678523
0,1,1,-1.2060831968384274
0,2,1,-0.2053107665613747
0,0,0,-0.40546525261678523
0,1,1,0.4952299346325621
1,0,1,-0.10523352353366945
0,2,1,0.5953071776602673
0,1,1,0.9956161497710884
1,0,1,-0.8057742247276063
0,1,1,1.0956933927987937
0,1,0,-2.20685562711548
0,0,1,-0.5055424956444905
0,1,2,-0.005156280505964194
0,1,1,0.29507544857715157
1,1,1,-0.005156280505964194
0,0,1,-0.6056197386721958
0,1,0,-0.5055424956444905
0,1,1,-1.906623898032364
0,1,0,1.1957706358264988
0,0,1,-1.106005953810722
1,0,1,0.39515269160485683
0,2,2,0.7954616637156778
0,1,1,0.6953844206879726
0,1,1,-0.2053107665613747
0,2,1,-0.8057742247276063
0,2,2,-1.0059287107830168
0,0,0,-0.30538800958907997
0,0,1,-0.6056197386721958
0,1,1,0.19499820554944633
0,2,2,1.1957706358264988
0,0,2,-0.30538800958907997
0,2,2,1.0956933927987937
0,1,1,0.5953071776602673
0,1,1,0.09492096252174106
0,0,2,-0.30538800958907997
0,1,0,0.39515269160485683
0,1,1,-0.40546525261678523
0,1,1,-1.5063149259215431
0,1,1,-1.3061604398661326
0,1,1,-2.4070101131708905
0,1,1,0.09492096252174106
0,1,1,-1.2060831968384274
0,2,0,1.0956933927987937
0,2,2,1.1957706358264988
0,2,2,1.1957706358264988
1,2,1,1.1957706358264988
0,0,0,-0.2053107665613747
0,2,2,0.9956161497710884
0,1,2,0.5953071776602673
1,2,1,0.6953844206879726
0,1,1,-1.2060831968384274
0,1,5,0.8955389067433831
1,1,1,-1.106005953810722
0,2,0,1.1957706358264988
0,1,1,0.19499820554944633
0,1,1,0.4952299346325621
0,1,1,-1.8065466550046587
0,2,1,0.9956161497710884
0,1,0,1.0956933927987937
0,2,0,0.39515269160485683
0,1,5,0.5953071776602673
0,2,0,0.9956161497710884
0,1,1,-0.6056197386721958
0,1,1,1.1957706358264988
1,2,0,1.1957706358264988
1,0,1,-0.2053107665613747
0,2,1,-2.0067011410600695
0,1,1,0.4952299346325621
0,1,1,1.1957706358264988
1,1,0,1.1957706358264988
0,1,0,0.6953844206879726
0,1,1,0.6953844206879726
0,1,1,-0.005156280505964194
0,0,2,0.19499820554944633
1,1,1,-0.30538800958907997
1,1,1,-0.6056197386721958
1,2,0,-2.7072418422540063
0,2,1,0.39515269160485683
0,1,1,0.7954616637156778
1,1,0,1.1957706358264988
0,1,5,1.1957706358264988
0,2,0,1.1957706358264988
0,2,1,0.7954616637156778
0,2,1,-1.906623898032364
0,0,1,-0.8057742247276063
0,0,1,-1.3061604398661326
0,1,1,0.5953071776602673
