k,alphaC,alpha,iterations,stepsize,time
50,4.802809785290907E-5,0.1,11,4,2.345249835
50,6.0220416346402676E-5,0.1,11,5,2.541393023
50,5.432557091730605E-5,0.1,11,6,3.423692748
50,5.881133924713047E-5,0.1,11,7,3.017613203
50,5.26627067650054E-5,0.1,11,8,2.498281676
50,5.792510821433529E-5,0.1,11,9,3.279048518
50,5.1439530216157424E-5,0.1,11,10,1.471817254
50,5.2793072497487384E-5,0.1,12,1,3.165704597
50,5.538182205255566E-5,0.1,12,2,2.735070046
50,5.0321204260674904E-5,0.1,12,3,4.229090012
50,5.3039766498841345E-5,0.1,12,4,2.581528927
50,5.6692401184491734E-5,0.1,12,5,2.208099951
50,5.5938845339305546E-5,0.1,12,6,3.183529924
50,6.14747880376634E-5,0.1,12,7,2.714586559
50,6.608653406492917E-5,0.1,12,8,1.823837629
50,6.342878416663773E-5,0.1,12,9,1.740271591
50,5.481396118997007E-5,0.1,12,10,1.669304996
50,5.380253335513072E-5,0.1,13,1,2.605263379
50,5.9254563252290084E-5,0.1,13,2,3.115885804
50,5.938509857708935E-5,0.1,13,3,4.414136652
50,6.083250045776368E-5,0.1,13,4,1.767230868
50,5.389727156609146E-5,0.1,13,5,2.314921511
50,6.0290152376080666E-5,0.1,13,6,2.618322827
50,6.146152155580745E-5,0.1,13,7,2.224296791
50,5.1630104738225903E-5,0.1,13,8,2.378233914
50,4.846373073558212E-5,0.1,13,9,3.688056036
50,5.541631241902901E-5,0.1,13,10,1.902773896
50,6.098201100596108E-5,0.1,14,1,3.071487591
50,5.7230322251330146E-5,0.1,14,2,2.866216759
50,6.669529010777629E-5,0.1,14,3,4.104216581
50,5.5038928985595695E-5,0.1,14,4,1.974307457
50,6.594804706505843E-5,0.1,14,5,2.489689753
50,5.3004726782935845E-5,0.1,14,6,3.003553528
50,4.6121920618233964E-5,0.1,14,7,2.725881411
50,5.576051311728398E-5,0.1,14,8,2.373250503
50,5.480700570568799E-5,0.1,14,9,2.708627858
50,7.124954453875177E-5,0.1,14,10,1.864058864
50,5.893668811625829E-5,0.1,15,1,2.356404672
50,5.557592613369927E-5,0.1,15,2,3.735234998
50,5.596020806278026E-5,0.1,15,3,4.430930504
50,6.079289596527815E-5,0.1,15,4,1.95316206
50,6.386803274729402E-5,0.1,15,5,2.059893181
50,5.58741084561939E-5,0.1,15,6,3.431698477
50,5.929395111368506E-5,0.1,15,7,2.761444931
50,5.6219447381128385E-5,0.1,15,8,2.106458905
50,5.192159603426588E-5,0.1,15,9,2.457777709
50,5.8684323448687785E-5,0.1,15,10,1.754840844
50,5.127698581533288E-5,0.1,16,1,3.749460526
50,5.514670285597828E-5,0.1,16,2,3.694833188
50,5.793912480209024E-5,0.1,16,3,4.178995097
50,5.576051311728384E-5,0.1,16,4,2.354744036
50,5.612730993014165E-5,0.1,16,5,3.684950794
50,5.3103395373123316E-5,0.1,16,6,2.074786629
50,6.12532100058903E-5,0.1,16,7,3.039838449
50,5.782571730681167E-5,0.1,16,8,1.893043535
50,4.9889882478411604E-5,0.1,16,9,3.522492354
50,5.54163124190285E-5,0.1,16,10,1.922101217
50,5.403246440107641E-5,0.1,17,1,3.041266831
50,5.080500259708987E-5,0.1,17,2,3.544160551
50,5.580320505849165E-5,0.1,17,3,4.151257932
50,6.040722254372433E-5,0.1,17,4,2.595661613
50,5.770454118205699E-5,0.1,17,5,3.035704435
50,5.675270277220304E-5,0.1,17,6,3.80367293
50,5.866682216880031E-5,0.1,17,7,3.129936165
50,5.5052340030670166E-5,0.1,17,8,1.346003385
50,5.2258504632974364E-5,0.1,17,9,2.742596542
50,5.540766287595033E-5,0.1,17,10,1.530379101
50,5.208893062183908E-5,0.1,18,1,3.834826614
50,5.7314269855972665E-5,0.1,18,2,4.195786844
50,6.566075445243806E-5,0.1,18,3,4.45282855
50,5.082338435166593E-5,0.1,18,4,2.662327739
50,5.345333484001457E-5,0.1,18,5,1.717819498
50,5.5449455009800376E-5,0.1,18,6,3.628404425
50,6.092700896606022E-5,0.1,18,7,2.473788565
50,4.956490054706109E-5,0.1,18,8,1.646013721
50,5.1298759931850766E-5,0.1,18,9,3.226473015
50,5.5416312419001666E-5,0.1,18,10,1.775637108
50,5.1345070177944616E-5,0.1,19,1,2.883026534
50,4.67135983977036E-5,0.1,19,2,4.08117018
50,5.3670606344459396E-5,0.1,19,3,4.544963076
50,5.407333374023438E-5,0.1,19,4,1.647702
50,6.42351106949074E-5,0.1,19,5,2.158040491
50,5.1221889969965944E-5,0.1,19,6,3.01044275
50,5.405573746071848E-5,0.1,19,7,3.083667293
50,5.50721117207743E-5,0.1,19,8,2.596738758
50,6.774494943514961E-5,0.1,19,9,3.648933581
50,5.541631241902915E-5,0.1,19,10,1.944324962
50,6.207624091313568E-5,0.1,20,1,3.018169051
50,7.913936014514178E-5,0.1,20,2,3.1501246
50,5.294292442024321E-5,0.1,20,3,4.053582942
50,6.127041327821937E-5,0.1,20,4,2.567624289
50,5.4813961197083175E-5,0.1,20,5,3.796087243
50,5.279555093441414E-5,0.1,20,6,2.399976023
50,6.107372751104775E-5,0.1,20,7,3.224718335
50,6.0235122194589796E-5,0.1,20,8,2.10466847
50,5.761694257554338E-5,0.1,20,9,2.810719893
50,5.541627288039307E-5,0.1,20,10,1.518727304
