k,alphaC,alpha,iterations,stepsize,time
10,0.029296875,0.1,8,7,0.102705573
10,0.02890625,0.1,8,8,0.100521837
10,0.02890625,0.1,8,9,0.100194337
10,0.0294921875,0.1,8,10,0.120352426
10,0.029296875,0.1,9,1,0.101681308
10,0.02890625,0.1,9,2,0.111834416
10,0.029296875,0.1,9,3,0.102397302
10,0.029296875,0.1,9,4,0.098792996
10,0.02890625,0.1,9,5,0.092888378
10,0.029296875,0.1,9,6,0.100043807
10,0.028125,0.1,9,7,0.06360505
10,0.02890625,0.1,9,8,0.087415518
10,0.02890625,0.1,9,9,0.088598726
10,0.029296875,0.1,9,10,0.110001616
10,0.02890625,0.1,10,1,0.117602927
10,0.02890625,0.1,10,2,0.098826647
10,0.02890625,0.1,10,3,0.091929313
10,0.0294921875,0.1,10,4,0.111825703
10,0.02890625,0.1,10,5,0.094576056
10,0.0296875,0.1,10,6,0.089074653
10,0.02890625,0.1,10,7,0.090345293
10,0.029296875,0.1,10,8,0.120080211
10,0.02890625,0.1,10,9,0.090390663
10,0.02890625,0.1,10,10,0.091870423
10,0.02890625,0.1,11,1,0.114362777
10,0.02890625,0.1,11,2,0.091413725
10,0.02890625,0.1,11,3,0.091456391
10,0.02890625,0.1,11,4,0.094963046
10,0.02890625,0.1,11,5,0.089738967
10,0.02890625,0.1,11,6,0.100118922
10,0.029296875,0.1,11,7,0.10099476
10,0.02890625,0.1,11,8,0.091566358
10,0.02890625,0.1,11,9,0.102299652
10,0.029296875,0.1,11,10,0.103523121
10,0.02890625,0.1,12,1,0.088946657
10,0.029296875,0.1,12,2,0.106687254
10,0.02890625,0.1,12,3,0.094183656
10,0.02890625,0.1,12,4,0.090132569
10,0.0296875,0.1,12,5,0.086564319
10,0.029296875,0.1,12,6,0.103262624
10,0.02890625,0.1,12,7,0.102386786
10,0.02890625,0.1,12,8,0.092090359
10,0.02890625,0.1,12,9,0.099939848
10,0.02890625,0.1,12,10,0.106528612
10,0.02890625,0.1,13,1,0.093208667
10,0.029296875,0.1,13,2,0.106531917
10,0.02890625,0.1,13,3,0.102313173
10,0.02890625,0.1,13,4,0.092487866
10,0.02890625,0.1,13,5,0.100697906
10,0.0294921875,0.1,13,6,0.140640915
10,0.02890625,0.1,13,7,0.107046302
10,0.029296875,0.1,13,8,0.108638434
10,0.029589843749999997,0.1,13,9,0.161648401
10,0.02890625,0.1,13,10,0.115161097
10,0.029296875,0.1,14,1,0.133794658
10,0.02890625,0.1,14,2,0.100055525
10,0.029296875,0.1,14,3,0.09941134
10,0.02890625,0.1,14,4,0.089954998
10,0.029296875,0.1,14,5,0.160073095
10,0.029296875,0.1,14,6,0.114082149
10,0.029296875,0.1,14,7,0.101920173
10,0.02890625,0.1,14,8,0.090856073
10,0.028125,0.1,14,9,0.068674093
10,0.02890625,0.1,14,10,0.086496715
10,0.0294921875,0.1,15,1,0.125933751
10,0.02890625,0.1,15,2,0.097512441
10,0.02890625,0.1,15,3,0.108907045
10,0.0294921875,0.1,15,4,0.128893572
10,0.0296875,0.1,15,5,0.1010212
10,0.02890625,0.1,15,6,0.110849211
10,0.028125,0.1,15,7,0.070232874
10,0.0294921875,0.1,15,8,0.134661181
10,0.029296875,0.1,15,9,0.105138989
10,0.0294921875,0.1,15,10,0.118704108
10,0.028125,0.1,16,1,0.082379827
10,0.02890625,0.1,16,2,0.099649905
10,0.0294921875,0.1,16,3,0.119860274
10,0.02890625,0.1,16,4,0.106712794
10,0.029296875,0.1,16,5,0.122029588
10,0.028125,0.1,16,6,0.094373546
10,0.02890625,0.1,16,7,0.108586455
10,0.02890625,0.1,16,8,0.118305099
10,0.02890625,0.1,16,9,0.105175646
10,0.02890625,0.1,16,10,0.104945794
10,0.029296875,0.1,17,1,0.11009596
10,0.0294921875,0.1,17,2,0.115893616
10,0.0296875,0.1,17,3,0.094774358
10,0.0294921875,0.1,17,4,0.116381861
10,0.029296875,0.1,17,5,0.1055392
10,0.029296875,0.1,17,6,0.106905388
10,0.029296875,0.1,17,7,0.104024587
10,0.02890625,0.1,17,8,0.093938181
10,0.02890625,0.1,17,9,0.09123345
10,0.02890625,0.1,17,10,0.090014488
10,0.029589843749999997,0.1,18,1,0.129699704
10,0.02890625,0.1,18,2,0.091680834
10,0.029589843749999997,0.1,18,3,0.12966455
10,0.029296875,0.1,18,4,0.113422642
10,0.02890625,0.1,18,5,0.100034193
10,0.02890625,0.1,18,6,0.089356483
10,0.029296875,0.1,18,7,0.102768369
10,0.02890625,0.1,18,8,0.102279522
10,0.029296875,0.1,18,9,0.10600401
10,0.02890625,0.1,18,10,0.093556598
10,0.029296875,0.1,19,1,0.104980347
10,0.029296875,0.1,19,2,0.101213493
10,0.029296875,0.1,19,3,0.100784739
10,0.02890625,0.1,19,4,0.099763479
10,0.02890625,0.1,19,5,0.09694938
10,0.02890625,0.1,19,6,0.08875196
10,0.029296875,0.1,19,7,0.100242109
10,0.029296875,0.1,19,8,0.122400955
10,0.029296875,0.1,19,9,0.107063729
10,0.029296875,0.1,19,10,0.102546028
10,0.028125,0.1,20,1,0.065767153
10,0.0294921875,0.1,20,2,0.133262846
10,0.02890625,0.1,20,3,0.087994202
10,0.02890625,0.1,20,4,0.089229689
10,0.02890625,0.1,20,5,0.090981966
10,0.029589843749999997,0.1,20,6,0.126007664
10,0.02890625,0.1,20,7,0.089778929
10,0.02890625,0.1,20,8,0.089741371
10,0.029296875,0.1,20,9,0.103448007
10,0.0296875,0.1,20,10,0.075516444
10,0.041015625,0.15,3,1,0.090751214
10,0.046875,0.15,3,2,0.057652959
10,0.046875,0.15,3,3,0.056169894
10,0.041015625,0.15,3,4,0.092992036
10,0.0421875,0.15,3,5,0.067239101
10,0.046875,0.15,3,6,0.054923891
10,0.046875,0.15,3,7,0.052082751
10,0.046875,0.15,3,8,0.05314908
10,0.0421875,0.15,3,9,0.063626984
10,0.046875,0.15,3,10,0.06550365
10,0.0421875,0.15,4,1,0.090491016
10,0.046875,0.15,4,2,0.065003987
10,0.041015625,0.15,4,3,0.089558692
10,0.041015625,0.15,4,4,0.087071793
10,0.046875,0.15,4,5,0.054977973
10,0.046875,0.15,4,6,0.053098603
10,0.0421875,0.15,4,7,0.075801579
10,0.046875,0.15,4,8,0.065136189
10,0.046875,0.15,4,9,0.075294705
10,0.0421875,0.15,4,10,0.067793448
10,0.046875,0.15,5,1,0.064235413
10,0.046875,0.15,5,2,0.064532567
10,0.046875,0.15,5,3,0.05268427
10,0.0421875,0.15,5,4,0.077854014
10,0.046875,0.15,5,5,0.052976616
10,0.0421875,0.15,5,6,0.06426606
10,0.0421875,0.15,5,7,0.066285144
10,0.03984375,0.15,5,8,0.07821096
10,0.046875,0.15,5,9,0.065016907
10,0.046875,0.15,5,10,0.052189114
10,0.046875,0.15,6,1,0.064297007
10,0.046875,0.15,6,2,0.053122339
10,0.046875,0.15,6,3,0.051519991
10,0.046875,0.15,6,4,0.054636952
10,0.041015625,0.15,6,5,0.091455188
10,0.041015625,0.15,6,6,0.088731528
10,0.046875,0.15,6,7,0.064917455
10,0.046875,0.15,6,8,0.067042
10,0.046875,0.15,6,9,0.054646567
10,0.046875,0.15,6,10,0.052116703
10,0.0421875,0.15,7,1,0.064247431
10,0.046875,0.15,7,2,0.054398688
10,0.0421875,0.15,7,3,0.065330586
10,0.041015625,0.15,7,4,0.088460214
10,0.0421875,0.15,7,5,0.063917227
10,0.0421875,0.15,7,6,0.074857838
10,0.0421875,0.15,7,7,0.081500684
10,0.0421875,0.15,7,8,0.079415499
10,0.0421875,0.15,7,9,0.075675386
10,0.0421875,0.15,7,10,0.067038394
10,0.0421875,0.15,8,1,0.078399347
10,0.046875,0.15,8,2,0.053350688
10,0.0421875,0.15,8,3,0.064101408
10,0.0421875,0.15,8,4,0.075329859
10,0.046875,0.15,8,5,0.05494312
10,0.0421875,0.15,8,6,0.068950515
10,0.0421875,0.15,8,7,0.064296406
10,0.0416015625,0.15,8,8,0.100389635
10,0.0421875,0.15,8,9,0.065545113
10,0.0421875,0.15,8,10,0.063843314
10,0.0421875,0.15,9,1,0.064484795
10,0.0421875,0.15,9,2,0.065718478
10,0.046875,0.15,9,3,0.063957789
10,0.0421875,0.15,9,4,0.077280738
10,0.046875,0.15,9,5,0.055125198
10,0.041015625,0.15,9,6,0.092127615
10,0.046875,0.15,9,7,0.05328038
10,0.046875,0.15,9,8,0.065500044
10,0.0421875,0.15,9,9,0.063498087
10,0.0421875,0.15,9,10,0.066604833
10,0.046875,0.15,10,1,0.05202957
10,0.041015625,0.15,10,2,0.089744075
10,0.0421875,0.15,10,3,0.075830724
10,0.046875,0.15,10,4,0.052881672
10,0.0421875,0.15,10,5,0.064478184
10,0.0421875,0.15,10,6,0.076174449
10,0.046875,0.15,10,7,0.054423026
10,0.03984375,0.15,10,8,0.076255873
10,0.0421875,0.15,10,9,0.063857736
10,0.046875,0.15,10,10,0.052672853
10,0.0421875,0.15,11,1,0.067415771
10,0.046875,0.15,11,2,0.052803552
10,0.046875,0.15,11,3,0.066277332
10,0.046875,0.15,11,4,0.053294502
10,0.046875,0.15,11,5,0.064211977
10,0.0421875,0.15,11,6,0.078117216
10,0.046875,0.15,11,7,0.053087186
10,0.0421875,0.15,11,8,0.064842039
10,0.041015625,0.15,11,9,0.088384198
10,0.0421875,0.15,11,10,0.064525055
10,0.046875,0.15,12,1,0.053825713
10,0.046875,0.15,12,2,0.052346855
10,0.046875,0.15,12,3,0.054287519
10,0.041015625,0.15,12,4,0.088967689
10,0.041015625,0.15,12,5,0.099760174
10,0.046875,0.15,12,6,0.053219688
10,0.046875,0.15,12,7,0.057343787
10,0.0421875,0.15,12,8,0.065061074
10,0.0421875,0.15,12,9,0.064860367
10,0.0421875,0.15,12,10,0.065362134
10,0.046875,0.15,13,1,0.052981424
10,0.041015625,0.15,13,2,0.088512794
10,0.046875,0.15,13,3,0.053211576
10,0.041015625,0.15,13,4,0.102711281
10,0.046875,0.15,13,5,0.063394729
10,0.046875,0.15,13,6,0.064340874
10,0.046875,0.15,13,7,0.0517219
10,0.046875,0.15,13,8,0.054563941
10,0.0421875,0.15,13,9,0.064609785
10,0.046875,0.15,13,10,0.051518489
10,0.046875,0.15,14,1,0.052596536
10,0.041015625,0.15,14,2,0.090588064
10,0.046875,0.15,14,3,0.062997222
10,0.0421875,0.15,14,4,0.06621033
10,0.046875,0.15,14,5,0.052424974
10,0.046875,0.15,14,6,0.053772832
10,0.0421875,0.15,14,7,0.064367916
10,0.041015625,0.15,14,8,0.089735663
10,0.0421875,0.15,14,9,0.065061976
10,0.046875,0.15,14,10,0.052878066
10,0.041015625,0.15,15,1,0.086811596
10,0.0421875,0.15,15,2,0.078619584
10,0.046875,0.15,15,3,0.051872731
10,0.0421875,0.15,15,4,0.076906667
10,0.046875,0.15,15,5,0.051504067
10,0.0421875,0.15,15,6,0.067144757
10,0.0421875,0.15,15,7,0.076378761
10,0.0421875,0.15,15,8,0.066412538
10,0.041015625,0.15,15,9,0.090366626
10,0.0421875,0.15,15,10,0.077903289
10,0.046875,0.15,16,1,0.052022359
10,0.046875,0.15,16,2,0.051667517
10,0.0421875,0.15,16,3,0.086470575
10,0.046875,0.15,16,4,0.052308096
10,0.046875,0.15,16,5,0.0652738
10,0.046875,0.15,16,6,0.061795086
10,0.0421875,0.15,16,7,0.064268163
10,0.046875,0.15,16,8,0.056070442
10,0.0421875,0.15,16,9,0.063401339
10,0.041015625,0.15,16,10,0.087922392
10,0.0421875,0.15,17,1,0.076993801
10,0.0421875,0.15,17,2,0.088324707
10,0.046875,0.15,17,3,0.053772832
10,0.046875,0.15,17,4,0.067744173
10,0.046875,0.15,17,5,0.052321616
10,0.0421875,0.15,17,6,0.063010743
10,0.046875,0.15,17,7,0.053382536
10,0.046875,0.15,17,8,0.053323346
10,0.041015625,0.15,17,9,0.088494766
10,0.041015625,0.15,17,10,0.088522709
10,0.0421875,0.15,18,1,0.076159727
10,0.046875,0.15,18,2,0.054981579
10,0.046875,0.15,18,3,0.059745956
10,0.046875,0.15,18,4,0.053059543
10,0.046875,0.15,18,5,0.052567392
10,0.046875,0.15,18,6,0.053228701
10,0.0421875,0.15,18,7,0.064202062
10,0.0421875,0.15,18,8,0.065566146
10,0.046875,0.15,18,9,0.053309224
10,0.0421875,0.15,18,10,0.066751756
10,0.046875,0.15,19,1,0.067845728
10,0.046875,0.15,19,2,0.053180328
10,0.041015625,0.15,19,3,0.105059668
10,0.0421875,0.15,19,4,0.075672082
10,0.046875,0.15,19,5,0.053013272
10,0.046875,0.15,19,6,0.064228503
10,0.041015625,0.15,19,7,0.088382996
10,0.0421875,0.15,19,8,0.065469999
10,0.046875,0.15,19,9,0.053112424
10,0.046875,0.15,19,10,0.051664813
10,0.046875,0.15,20,1,0.052164176
10,0.046875,0.15,20,2,0.053174619
10,0.046875,0.15,20,3,0.053043619
10,0.046875,0.15,20,4,0.052388318
10,0.0421875,0.15,20,5,0.07546176
10,0.0421875,0.15,20,6,0.064869682
10,0.0421875,0.15,20,7,0.078926953
10,0.046875,0.15,20,8,0.063618571
10,0.0421875,0.15,20,9,0.076863402
10,0.046875,0.15,20,10,0.05315539
15,0.008945998175503386,0.05,3,1,0.272519546
15,0.009456219710590243,0.05,3,2,0.207852674
15,0.010248283586997585,0.05,3,3,0.165680861
15,0.009517447912699057,0.05,3,4,0.274564771
15,0.0087890625,0.05,3,5,0.221180431
15,0.009757481550200134,0.05,3,6,0.187591527
15,0.009659906734698132,0.05,3,7,0.154920525
15,0.009757481550200134,0.05,3,8,0.117900982
15,0.008586583764176118,0.05,3,9,0.109115263
15,0.009757481550200134,0.05,3,10,0.114842912
15,0.010165844442749837,0.05,4,1,0.236360817
15,0.009761060606520494,0.05,4,2,0.150041073
15,0.008753742230560434,0.05,4,3,0.185597382
15,0.009517447912699057,0.05,4,4,0.152938098
15,0.00859375,0.05,4,5,0.106145227
15,0.009757481550200134,0.05,4,6,0.112494524
15,0.009757481550200134,0.05,4,7,0.118789439
15,0.007805985240160107,0.05,4,8,0.094117556
15,0.009757481550200134,0.05,4,9,0.122712531
15,0.009757481550200134,0.05,4,10,0.113956257
15,0.011514282226562502,0.05,5,1,0.235869568
15,0.009883191230059858,0.05,5,2,0.181037918
15,0.008540236322497986,0.05,5,3,0.162766108
15,0.009517447912699057,0.05,5,4,0.167476403
15,0.009765625,0.05,5,5,0.126019983
15,0.009757481550200134,0.05,5,6,0.111830209
15,0.009757481550200134,0.05,5,7,0.112286005
15,0.009757481550200134,0.05,5,8,0.111724147
15,0.009757481550200134,0.05,5,9,0.123703144
15,0.009220820064939128,0.05,5,10,0.153783889
15,0.0087890625,0.05,6,1,0.203401976
15,0.009456219710590243,0.05,6,2,0.213868763
15,0.008540236322497986,0.05,6,3,0.165664035
15,0.008968102337413422,0.05,6,4,0.189343503
15,0.009765625,0.05,6,5,0.11749386
15,0.009757481550200134,0.05,6,6,0.114599238
15,0.009757481550200134,0.05,6,7,0.117237568
15,0.01170897786024016,0.05,6,8,0.098713975
15,0.009757481550200134,0.05,6,9,0.143482355
15,0.008781733395180121,0.05,6,10,0.13273524
15,0.0087890625,0.05,7,1,0.225135972
15,0.009932173010232687,0.05,7,2,0.214990076
15,0.008540236322497986,0.05,7,3,0.162486081
15,0.009517447912699057,0.05,7,4,0.170901334
15,0.009765625,0.05,7,5,0.130102018
15,0.009757481550200134,0.05,7,6,0.116677213
15,0.00800113487116411,0.05,7,7,0.132682659
15,0.009220820064939128,0.05,7,8,0.164582383
15,0.009757481550200134,0.05,7,9,0.11704197
15,0.009757481550200134,0.05,7,10,0.116873713
15,0.009420776367187501,0.05,8,1,0.261524252
15,0.009456219710590243,0.05,8,2,0.204123979
15,0.008540236322497986,0.05,8,3,0.158541656
15,0.009517447912699057,0.05,8,4,0.152513549
15,0.009765625,0.05,8,5,0.112488816
15,0.009757481550200134,0.05,8,6,0.122742877
15,0.009757481550200134,0.05,8,7,0.121438285
15,0.009757481550200134,0.05,8,8,0.114693884
15,0.009757481550200134,0.05,8,9,0.115341372
15,0.009220820064939128,0.05,8,10,0.156324871
15,0.0087890625,0.05,9,1,0.21329729
15,0.009029248191120623,0.05,9,2,0.173652336
15,0.008723432421900993,0.05,9,3,0.182196487
15,0.009517447912699057,0.05,9,4,0.169352168
15,0.0087890625,0.05,9,5,0.133998069
15,0.010245355627710142,0.05,9,6,0.142490841
15,0.009757481550200134,0.05,9,7,0.113948444
15,0.009757481550200134,0.05,9,8,0.116618923
15,0.009757481550200134,0.05,9,9,0.116259575
15,0.009220820064939128,0.05,9,10,0.159845949
15,0.0097198486328125,0.05,10,1,0.26410249
15,0.009456219710590243,0.05,10,2,0.196656373
15,0.010248283586997585,0.05,10,3,0.145427827
15,0.009517447912699057,0.05,10,4,0.168167159
15,0.009765625,0.05,10,5,0.120959053
15,0.009659906734698132,0.05,10,6,0.139451097
15,0.009757481550200134,0.05,10,7,0.110795429
15,0.010245355627710142,0.05,10,8,0.134440946
15,0.009757481550200134,0.05,10,9,0.110687564
15,0.008781733395180121,0.05,10,10,0.132187203
15,0.0097198486328125,0.05,11,1,0.26531304
15,0.009456219710590243,0.05,11,2,0.189836556
15,0.010248283586997585,0.05,11,3,0.12795614
15,0.009395154829671204,0.05,11,4,0.177843438
15,0.009765625,0.05,11,5,0.107157773
15,0.009659906734698132,0.05,11,6,0.141265569
15,0.009220820064939128,0.05,11,7,0.155275067
15,0.009757481550200134,0.05,11,8,0.120074803
15,0.009757481550200134,0.05,11,9,0.109123375
15,0.009757481550200134,0.05,11,10,0.111646629
15,0.009521484375,0.05,12,1,0.237011011
15,0.009932173010232687,0.05,12,2,0.179006815
